gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
Bmpr2,-0.002416737,6.395593467,-0.012548866,0.990239116,0.997009178,-6.358206931
Cux2,-0.002955059,2.723097895,-0.01257967,0.990215157,0.997009178,-5.99140453
Prune2,-0.003312288,6.881874467,-0.012641507,0.990167061,0.997009178,-6.368697073
Luzp1,-0.002647213,5.631414959,-0.012705764,0.990117083,0.997009178,-6.33133585
Pgbd1,-0.006602983,0.654314449,-0.01287422,0.989986061,0.997009178,-5.512603472
Zfp383,-0.003443405,2.806459376,-0.013132388,0.989785263,0.997009178,-6.007765572
Mapk9,-0.002766496,5.802140158,-0.013659795,0.989375059,0.997009178,-6.338860146
Stap2,-0.00312313,3.947980606,-0.014047657,0.989073391,0.996890498,-6.189995959
Blvrb,-0.003652095,2.714515369,-0.014319646,0.988861847,0.996817966,-5.989681125
Pja1,-0.002419709,4.928317265,-0.014733141,0.988540246,0.996564112,-6.28828267
Gm15711,-0.009900479,-0.196099294,-0.014883654,0.988423184,0.996516435,-5.311741027
Il23a,-0.008117911,0.431456291,-0.015256795,0.988132971,0.996294171,-5.457641176
Pea15a,-0.002767951,4.638717995,-0.015379633,0.988037434,0.996268173,-6.263976361
4933434E20Rik,-0.003057327,5.321961551,-0.015552387,0.987903074,0.996268173,-6.314902534
Sbk3,-0.00791881,-0.067910903,-0.01576326,0.987739068,0.996178302,-5.340070386
Lime1,-0.009550418,0.986736965,-0.016591394,0.987094995,0.995868836,-5.594473061
Thbs4,-0.00942387,0.402667874,-0.016690844,0.98701765,0.995868836,-5.45060313
Atp13a2,-0.00395632,4.181067456,-0.016835638,0.986905039,0.99583564,-6.217705671
Mtch1,-0.002714539,6.211582542,-0.016937321,0.986825957,0.99583564,-6.353062477
Map2k6,-0.00368365,2.743923235,-0.016983082,0.986790367,0.99583564,-5.995468231
Tspan5,-0.0078048,1.095219045,-0.017010143,0.986769321,0.99583564,-5.621098698
Rgs6,-0.005692765,3.901980891,-0.017016146,0.986764652,0.99583564,-6.184074676
Nsun7,-0.012840074,-0.641313068,-0.017364676,0.986493592,0.99583564,-5.220029453
Klhl3,-0.004359376,4.008015917,-0.017394204,0.986470627,0.99583564,-6.197337379
Hecw2,-0.005168069,3.646549873,-0.017470435,0.986411341,0.99583564,-6.149239766
Zfp266,-0.005149211,2.914272314,-0.018087696,0.985931287,0.99574713,-6.027897872
Matn2,-0.005030048,4.224965728,-0.018340307,0.985734828,0.995640647,-6.222481548
Impad1,-0.003583699,6.315802385,-0.019495724,0.984836261,0.995147953,-6.355948757
Gm49339,-0.036479651,-1.425489274,-0.019610861,0.984746721,0.995127877,-5.082424073
Hexdc,-0.003829933,3.511497631,-0.019901137,0.984520977,0.994970149,-6.129175274
Smyd4,-0.008098333,1.029630527,-0.019953524,0.984480237,0.994970149,-5.604929317
Xpo5,-0.003497206,4.429640913,-0.02057877,0.983993998,0.994802671,-6.24394377
Gm11512,-0.010814232,-0.393063442,-0.02070966,0.983892209,0.994802671,-5.269799262
Snx6,-0.006696098,1.049912678,-0.020877175,0.983761937,0.994802671,-5.609917412
Nkapd1,-0.004145637,4.417993516,-0.021047276,0.983629656,0.994773233,-6.242764266
Olfr734,-0.017043052,0.886260884,-0.021787464,0.983054044,0.994395075,-5.569750648
Snip1,-0.006744708,3.491646092,-0.021906158,0.982961742,0.994395075,-6.126054408
Wdr43,-0.00508719,3.49610693,-0.022312851,0.98264548,0.994200283,-6.126735845
Ighm,-0.007615841,1.456666423,-0.022756316,0.982300627,0.994190667,-5.708869408
Nudt21,-0.005554368,2.635603504,-0.023655097,0.981601715,0.993918708,-5.973817603
Pcdh19,-0.008557241,4.421609635,-0.023963421,0.981361959,0.993816851,-6.243057527
Cmtr1,-0.005584661,5.194717471,-0.024737999,0.980759649,0.993629597,-6.306785663
Poll,-0.005236358,3.233415042,-0.025013086,0.980545744,0.993483356,-6.084219713
Wipi2,-0.004074177,5.183044608,-0.025188304,0.980409498,0.993415782,-6.306013526
1700123O20Rik,-0.007715923,1.705711586,-0.025386274,0.980255561,0.99340075,-5.76817484
Nampt,-0.004865609,5.860587564,-0.026231954,0.979597988,0.993368694,-6.340955884
Tars2,-0.005145715,3.396499956,-0.026921822,0.979061581,0.993156959,-6.111136817
Dok3,-0.018286833,-0.329293306,-0.027255545,0.978802099,0.993156959,-5.282985618
Gm5898,-0.008106535,3.384720095,-0.027579458,0.978550246,0.993081794,-6.109221325
Cotl1,-0.008975646,1.34988079,-0.027849653,0.978340164,0.993009705,-5.682842389
Ccdc43,-0.005837454,3.98009533,-0.028014344,0.978212113,0.992950296,-6.193704783
Atp6ap2,-0.007377356,2.469406169,-0.028203,0.978065431,0.992950296,-5.93906543
Col23a1,-0.01378272,0.303071158,-0.028570525,0.977779678,0.992818528,-5.426257681
Ssx2ip,-0.005926258,4.706109821,-0.028711414,0.977670136,0.992818528,-6.26970989
Sox5,-0.031621554,2.466115403,-0.028862133,0.977552952,0.992818528,-5.93835384
Tdp2,-0.008088706,3.602664647,-0.028992932,0.977451257,0.992818528,-6.142667393
Lonrf2,-0.006175016,3.677216413,-0.029060968,0.97739836,0.992818528,-6.153341088
Fstl4,-0.011629369,1.840468764,-0.029114175,0.977356992,0.992818528,-5.799268182
Hist1h3d,-0.014783833,0.459388906,-0.029180505,0.977305421,0.992818528,-5.464218369
Ggh,-0.008217558,2.622681066,-0.029726982,0.976880546,0.992727487,-5.971012257
Cpne1,-0.011236354,1.346614841,-0.030100614,0.976590058,0.992502903,-5.68199256
Dhx33,-0.006890165,3.277344814,-0.030653743,0.976160024,0.992207061,-6.091377718
Hdac9,-0.004909008,5.754292951,-0.031166493,0.97576139,0.992084277,-6.336400771
Plxnb3,-0.008507688,2.306623278,-0.031299785,0.975657764,0.992049537,-5.903828827
Alg8,-0.019177184,-0.762977445,-0.031801211,0.975267942,0.991911811,-5.196508677
Tceanc,-0.018769728,-0.249092582,-0.031945185,0.975156015,0.99189242,-5.29994271
Cdh19,-0.011830977,2.709637564,-0.032159613,0.974989316,0.991822779,-5.98828758
Sorbs1,-0.005539329,10.55581938,-0.032558116,0.974679518,0.991810059,-6.35160449
Wdr92,-0.007740243,3.449951273,-0.032751544,0.974529148,0.991749185,-6.119300093
Dgcr6,-0.00702703,3.763250123,-0.033160409,0.974211302,0.991567022,-6.165332007
Gm8730,-0.021341098,-0.462459353,-0.033669817,0.973815301,0.991305249,-5.255258676
Klhl6,-0.014171527,0.612857742,-0.034319518,0.973310251,0.990932377,-5.501859884
Tstd2,-0.009039255,2.312501437,-0.034502636,0.973167905,0.990916747,-5.904994817
Prom1,-0.021147494,1.579521538,-0.035269861,0.972571517,0.990533298,-5.737926056
Ssh3,-0.013309402,1.928159146,-0.036741131,0.971427904,0.989956369,-5.819040987
Polr2h,-0.013416082,1.496060888,-0.037175772,0.971090071,0.989855656,-5.717966362
Nop53,-0.006716406,5.998600218,-0.037343893,0.970959398,0.989855656,-6.345641079
Rtf1,-0.009145233,2.622128676,-0.037526233,0.970817674,0.989855656,-5.970629071
Adamts15,-0.016123465,2.378383245,-0.03775775,0.970637728,0.989763595,-5.919226667
Maats1,-0.023771369,0.531874917,-0.037781395,0.97061935,0.989763595,-5.481831486
Setd2,-0.008164112,4.137040834,-0.038476517,0.97007908,0.989476505,-6.212070051
Scamp5,-0.014359445,0.755588357,-0.03958144,0.969220335,0.988953711,-5.537047904
Gon4l,-0.007826062,6.607962482,-0.039872704,0.968993971,0.988864025,-6.362537426
Uri1,-0.011067566,4.99375273,-0.039984594,0.968907013,0.988864025,-6.292373972
Gm4617,-0.077078848,-0.077030679,-0.04016314,0.968768254,0.988864025,-5.337445477
Abhd14b,-0.013864685,1.430197959,-0.041400693,0.967806502,0.988499733,-5.701875139
Mcfd2,-0.007229251,4.279016666,-0.041417898,0.967793131,0.988499733,-6.227666778
Zc3h3,-0.022065711,0.198861483,-0.041518812,0.96771471,0.988499733,-5.400974821
Aup1,-0.008082776,4.355553086,-0.041963752,0.967368944,0.988476937,-6.235766535
Osbpl8,-0.006457387,6.609656042,-0.042002635,0.967338728,0.988476937,-6.362481758
Gm42688,-0.011101979,2.92495581,-0.042565737,0.966901149,0.988423349,-6.029112973
Snai2,-0.010325318,2.320799675,-0.042846574,0.966682918,0.988423349,-5.906464974
2610021A01Rik,-0.018477182,0.716012996,-0.043040483,0.966532239,0.988423349,-5.527139404
Gm10327,-0.01035522,2.822304012,-0.043434009,0.966226449,0.988299368,-6.009926008
3/6/2023 0:00,-0.0078635,5.667338335,-0.04346466,0.966202632,0.988299368,-6.332112705
Wdr46-ps,-0.036349964,-0.755759363,-0.043706252,0.966014906,0.988295316,-5.197518999
B9d2,-0.017456368,1.079908214,-0.043881201,0.965878965,0.988295316,-5.61655527
Adgrl4,-0.013386401,4.226087274,-0.044020807,0.965770488,0.988295316,-6.221755909
Rbmxl1,-0.009222975,3.924993741,-0.044186232,0.965641949,0.988267696,-6.18614155
Bcl7c,-0.015114159,2.642887523,-0.04471006,0.965234931,0.988094956,-5.974559677
Ercc6l2,-0.009808833,3.525051514,-0.044761757,0.965194763,0.988094956,-6.13042535
Egflam,-0.01093536,3.798936591,-0.044773834,0.965185379,0.988094956,-6.1696841
Rnaseh2b,-0.013025305,2.050842651,-0.044841576,0.965132744,0.988094956,-5.846546475
Galns,-0.015237469,1.902173513,-0.04508042,0.964947166,0.988094956,-5.81282655
Gm18068,-0.029548467,0.292523446,-0.04516619,0.964880524,0.988094956,-5.423173167
Tbc1d1,-0.008041276,4.326539005,-0.045211814,0.964845075,0.988094956,-6.232572092
H3f3b,-0.006578632,6.263106151,-0.045240755,0.964822589,0.988094956,-6.35361971
Itm2b,-0.007262127,9.293039598,-0.045737181,0.964436883,0.988094956,-6.375667963
Dram1,-0.013236334,1.888102221,-0.045938347,0.964280586,0.988094956,-5.809593961
Gm12879,-0.039495701,-0.623295816,-0.046563223,0.963795097,0.987951488,-5.222801706
Mitf,-0.00906679,6.396418576,-0.04690048,0.963533076,0.987808134,-6.35713654
Gm45928,-0.082004503,-1.697869681,-0.047105549,0.963373757,0.987715697,-5.040354883
Mospd1,-0.010578209,4.252683312,-0.047576791,0.963007652,0.987568065,-6.224491755
Axin2,-0.02315057,0.779468142,-0.047925835,0.962736488,0.987568065,-5.542550474
Pon2,-0.008049477,4.456893878,-0.048229548,0.962500545,0.987568065,-6.245673038
Adat2,-0.014575225,1.384068907,-0.048322684,0.962428192,0.987568065,-5.690339053
Ly6a,-0.011313482,4.988170399,-0.048623818,0.962194257,0.987568065,-6.291556639
Sfpq,-0.007956302,5.646802026,-0.04880019,0.962057245,0.987568065,-6.330883832
Dmtf1,-0.00909522,4.966120265,-0.048979329,0.961918085,0.987568065,-6.289920442
Sil1,-0.009837083,3.881743344,-0.049522275,0.961496317,0.987283104,-6.180281068
Pick1,-0.011926026,4.521000676,-0.049697938,0.961359862,0.987283104,-6.251899636
Gm14434,-0.095701363,-1.116129512,-0.050092524,0.961053353,0.98721096,-5.13256649
AI429214,-0.020633181,0.47368091,-0.050417463,0.960800949,0.987132784,-5.466977224
Opn4,-0.020183205,1.294750207,-0.05047025,0.960759947,0.987132784,-5.668630978
Lbp,-0.015665593,2.373022891,-0.051672954,0.959825764,0.986414691,-5.917416691
Lrrc15,-0.009859704,5.553157952,-0.051707485,0.959798943,0.986414691,-6.326119789
Naa16,-0.015782574,2.840379191,-0.05208513,0.959505627,0.986275239,-6.012942943
Gm7162,-0.021229111,0.501254168,-0.052217875,0.959402525,0.986263587,-5.473685054
Sec61b,-0.020449528,1.148958724,-0.052545796,0.959147836,0.986072738,-5.633017467
Zfp658,-0.025459049,0.597513972,-0.052595967,0.95910887,0.986072738,-5.497351799
Sync,-0.008289969,5.117866594,-0.052969163,0.958819024,0.986018584,-6.300591882
Hps1,-0.024899845,1.298089014,-0.053031915,0.958770287,0.986018584,-5.669314153
Mta3,-0.012275489,3.940562155,-0.053536643,0.958378297,0.985778281,-6.187641082
Ubtf,-0.008032922,6.389198618,-0.053551758,0.958366559,0.985778281,-6.356591211
Tmem165,-0.013471524,2.203639817,-0.053975553,0.958037433,0.985569623,-5.880230072
Stk3,-0.010253378,3.461237413,-0.054303751,0.957782555,0.98538796,-6.120056893
Cnot1,-0.00953463,7.660305157,-0.054416883,0.957694698,0.98538796,-6.377103132
Arhgap6,-0.014482166,2.80824696,-0.054516204,0.957617567,0.98538796,-6.006662519
Magi2,-0.016704321,5.045562142,-0.054620815,0.957536329,0.98538796,-6.295435249
Grm5,-0.045429722,-0.689866631,-0.055663556,0.956726587,0.985072509,-5.209564961
Cadm1,-0.020724568,1.021863494,-0.056242308,0.95627718,0.984822767,-5.601697803
Smim13,-0.010623758,5.206338127,-0.056440117,0.956123582,0.984735587,-6.306171298
Tmem42,-0.017521375,1.624956725,-0.056651313,0.955959592,0.98463769,-5.747841627
Dmtn,-0.014827458,3.271542933,-0.056730225,0.955898319,0.98463769,-6.089217604
Chtop,-0.009758615,5.80701398,-0.056872005,0.955788231,0.98463769,-6.337435752
Gm20671,-0.020226549,1.988873652,-0.057158676,0.955565642,0.984586933,-5.831863379
Gabra3,-0.041041496,-0.953834226,-0.057193867,0.955538317,0.984586933,-5.160676055
Dcn,-0.014378474,7.820591,-0.057294225,0.955460394,0.984586933,-6.378077086
Nufip1,-0.013675124,2.683890203,-0.057410187,0.955370356,0.984586933,-5.982036779
Tmem176a,-0.023478318,1.394403995,-0.057456194,0.955334635,0.984586933,-5.692373496
Rnd3,-0.015716316,4.192311337,-0.057794265,0.955072146,0.984433532,-6.217327304
Tyw3,-0.019360028,2.593472421,-0.058034764,0.954885419,0.984312099,-5.963711162
Adarb1,-0.019732904,5.165798942,-0.058349568,0.954641004,0.984188325,-6.303415079
Pptc7,-0.012145695,6.86585656,-0.059234599,0.95395389,0.983777863,-6.366628469
Adgra2,-0.025059054,2.431257207,-0.059709506,0.953585202,0.983610705,-5.929533663
Fbxo32,-0.009165784,8.369463674,-0.059794553,0.953519177,0.983610705,-6.379627773
Mras,-0.032915794,0.684966111,-0.059865808,0.953463861,0.983610705,-5.518644179
Phax,-0.011081936,4.059729178,-0.059899961,0.953437347,0.983610705,-6.201805132
Plpp2,-0.026486909,0.166175037,-0.060285087,0.953138371,0.983433891,-5.392437175
Clasp1,-0.009991747,9.836563308,-0.060347681,0.95308978,0.983433891,-6.366428465
Fcgr2b,-0.019193603,2.363411583,-0.060696644,0.952818885,0.983388405,-5.914797189
Tspo,-0.017114034,2.669510816,-0.060832919,0.952713098,0.983350281,-5.978997248
Tmem204,-0.012097734,4.746749375,-0.060999803,0.952583553,0.983287626,-6.271679238
Rbm48,-0.025999175,1.031293718,-0.061117134,0.952492474,0.983264672,-5.603744503
Mecom,-0.011438626,4.749895549,-0.061431672,0.952248315,0.983133993,-6.271915498
Nubpl,-0.024713826,2.821456446,-0.061539128,0.952164904,0.983133993,-6.00877815
Zfp57,-0.077904458,-1.618122086,-0.061698674,0.95204106,0.983133993,-5.051644162
Camta1,-0.009619811,6.272048951,-0.06191186,0.951875581,0.983125238,-6.352914069
Cir1,-0.014277721,4.171253968,-0.062030726,0.951783317,0.983101035,-6.214730298
Mier1,-0.01083055,5.353940417,-0.062111645,0.951720507,0.983101035,-6.314783046
Sh3bp2,-0.026739473,0.901359557,-0.06336633,0.950746661,0.982314421,-5.571802855
Wars2,-0.026389594,2.362694496,-0.06355693,0.950598731,0.982232632,-5.914458793
Poc1b,-0.018828251,1.668015886,-0.063561092,0.9505955,0.982232632,-5.757634825
Ccdc173,-0.029530407,1.421320719,-0.063755473,0.950444638,0.982215524,-5.698552834
Abt1,-0.013727882,2.857248345,-0.063873221,0.950353253,0.982192149,-6.015390327
Gm8960,-0.043502661,-0.093665084,-0.06390859,0.950325803,0.982192149,-5.332675274
Smg6,-0.014411597,4.088890938,-0.064039556,0.95022416,0.982192149,-6.20504266
Fcna,-0.035403435,-0.081640289,-0.06454241,0.949833903,0.981939609,-5.335327171
Adcy8,-0.022132075,1.183497093,-0.064682211,0.949725408,0.981898516,-5.640688003
Rnase4,-0.020744911,4.021163554,-0.065027382,0.949457537,0.981692631,-6.196837703
Tnni3k,-0.010085096,6.985400058,-0.06527961,0.9492618,0.981561303,-6.368252383
Fam72a,-0.034394376,-0.006104673,-0.06546783,0.949115736,0.981541398,-5.352297468
Tigd2,-0.015300609,3.700115276,-0.065480795,0.949105675,0.981541398,-6.154810196
Zfp518a,-0.014763658,4.434515603,-0.065517737,0.949077008,0.981541398,-6.242380895
Tunar,-0.042364438,-0.17201399,-0.065545401,0.94905554,0.981541398,-5.315279749
Dpyd,-0.018349678,2.314193345,-0.065593567,0.949018163,0.981541398,-5.903772129
Prpf19,-0.009870241,5.77780352,-0.066079272,0.948641257,0.981541398,-6.335592932
Traf1,-0.063692825,-0.204409022,-0.06616706,0.948573134,0.981541398,-5.308193614
Zfp455,-0.040621865,-0.203873889,-0.066327802,0.948448403,0.981541398,-5.308300812
Zbed5,-0.034958223,1.196508039,-0.066946982,0.947967949,0.981541398,-5.643707238
Gnb2,-0.011847051,6.070812734,-0.066980478,0.947941958,0.981541398,-6.346445198
Tmem50b,-0.015113927,3.338241948,-0.067171703,0.947793582,0.981541398,-6.099682953
Nupl2,-0.017546434,2.082838287,-0.067407259,0.94761081,0.981541398,-5.852458515
Cyp39a1,-0.017599967,2.509701324,-0.067575956,0.947479918,0.981541398,-5.945557714
Mknk2,-0.011287404,4.313042767,-0.067609131,0.947454177,0.981541398,-6.229795922
Emcn,-0.013129327,5.064477135,-0.067862683,0.947257449,0.981541398,-6.295912853
Micu1,-0.015491866,2.892595364,-0.067960867,0.94718127,0.981541398,-6.021646836
Vmn2r-ps31,-0.052398232,-0.532713011,-0.068403757,0.946837648,0.981523073,-5.239670757
Ric8b,-0.010517844,5.676061622,-0.068415115,0.946828835,0.981523073,-6.331027735
Fam169a,-0.025094885,1.377525835,-0.069213996,0.946209043,0.981191671,-5.687553364
Gm33543,-0.038847243,0.593158933,-0.069275942,0.946160985,0.981191671,-5.495347406
2010315B03Rik,-0.016329195,2.46641066,-0.069626948,0.945888679,0.981191671,-5.936355143
Elp1,-0.016627619,2.369751621,-0.069937601,0.945647684,0.981020182,-5.915564882
Kpna4,-0.012427937,6.562075776,-0.07003353,0.945573267,0.981014235,-6.359723658
Hyou1,-0.013492903,5.229412482,-0.070201899,0.945442654,0.98094998,-6.306746807
Pias4,-0.023502064,2.218565857,-0.070246577,0.945407996,0.98094998,-5.882505556
Ptk2,-0.020560579,4.043288506,-0.070461627,0.945241174,0.98094998,-6.199102503
Mycbp2,-0.011378277,5.679274892,-0.070792787,0.944984287,0.980901675,-6.3309997
Lmnb1,-0.02141616,1.94490882,-0.071151982,0.94470566,0.980755266,-5.820961817
Ncoa3,-0.01597707,3.559802878,-0.071398439,0.944514489,0.980628076,-6.134053482
Pik3ap1,-0.023883884,1.472981613,-0.07231729,0.943801788,0.980030602,-5.710499649
H2-T23,-0.018767411,3.871429796,-0.072345021,0.943780279,0.980030602,-6.177463178
Slc35b3,-0.023140931,2.174456499,-0.072755638,0.943461805,0.979820037,-5.872495502
Lrrc61,-0.039023571,-0.151895109,-0.072877797,0.943367061,0.979792883,-5.319259494
Kcnc1,-0.047673768,-0.87520289,-0.072925019,0.943330436,0.979792883,-5.174083195
Lmbrd1,-0.016914002,3.314495529,-0.072965644,0.943298928,0.979792883,-6.095294911
Zmpste24,-0.017279626,5.308687335,-0.073707103,0.942723888,0.979552255,-6.311367857
Ctbp2,-0.019981105,2.583476036,-0.073905436,0.942570077,0.979521341,-5.960575407
Atp8a1,-0.018864208,3.885345214,-0.073957005,0.942530084,0.979521341,-6.1791609
Nxn,-0.02164156,2.315219156,-0.074438047,0.942157037,0.979437941,-5.903362075
Gle1,-0.022637988,3.1176214,-0.074485017,0.942120613,0.979437941,-6.061703413
Clcf1,-0.038731289,0.488576803,-0.074979367,0.941737263,0.979227476,-5.469252358
Zbtb1,-0.012803132,4.544269666,-0.075080026,0.941659207,0.979227476,-6.252445652
Nsun5,-0.023574339,1.818749866,-0.07575183,0.941138277,0.978901691,-5.791815562
Prokr1,-0.06186408,-1.057080178,-0.075925777,0.9410034,0.978832683,-5.141557669
Gm10566,-0.047078879,-0.229734192,-0.076390957,0.940642713,0.978629986,-5.302104804
Spcs1,-0.019332189,4.996248467,-0.076490255,0.940565722,0.978629986,-6.290293959
Cd99l2,-0.014148654,5.896249505,-0.077271885,0.939959705,0.978388316,-6.339489917
Map3k15,-0.036130293,0.957333155,-0.077995981,0.939398332,0.978231727,-5.584560791
Yju2,-0.019256372,2.600914349,-0.07842018,0.939069478,0.978174544,-5.963811434
Pigv,-0.02693357,1.231703278,-0.078946979,0.9386611,0.977891794,-5.651458526
Crcp,-0.022627443,1.919768698,-0.079506623,0.938227282,0.977583785,-5.814645819
Cntnap5a,-0.046953605,0.535798084,-0.079644014,0.938120785,0.977583785,-5.480548919
Cnot4,-0.013174736,5.264024853,-0.079702686,0.938075305,0.977583785,-6.308155993
Vmn1r29,-0.078671362,-0.983157314,-0.080553005,0.937416217,0.977213842,-5.15426279
Fmo2,-0.026012813,3.456192898,-0.080893753,0.937152116,0.977032384,-6.117392398
